loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,4.125,0.1297,5512.38,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5820.0,CRIF,882.0,EXP,35-44,not_inst,86.1969112,North,direct,48.0
cf,Female,nopre,type3,p1,l1,nopc,nob/c,466500,3.25,-0.2285,716.88,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,4320.0,CIB,552.0,CIB,55-64,not_inst,99.67948718,central,direct,55.0
cf,Female,nopre,type2,p4,l1,nopc,b/c,636500,,,,360.0,not_neg,int_only,not_lpsm,658000.0,sb,pr,home,1U,12000.0,CIB,741.0,CIB,65-74,to_inst,96.7325228,south,direct,36.0
cf,Sex Not Available,nopre,type3,p3,l2,nopc,nob/c,256500,,,,300.0,neg_amm,int_only,not_lpsm,228000.0,sb,pr,home,1U,2520.0,EXP,595.0,CIB,35-44,to_inst,112.5,south,direct,14.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,3.375,-0.17,2190.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9360.0,EXP,767.0,EXP,55-64,not_inst,72.24919094,south,direct,46.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,256500,3.75,0.3227,2612.5,180.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,8280.0,EXP,897.0,EXP,55-64,not_inst,62.86764706,North,direct,41.0
,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,486500,4.875,1.034,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5880.0,CIB,507.0,EXP,35-44,to_inst,82.73809524,south,direct,46.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9000.0,EQUI,531.0,EXP,55-64,to_inst,,south,direct,
cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,1800.0,EQUI,784.0,EXP,>74,to_inst,,North,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,3.625,0.0781,349.52,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,4200.0,CRIF,655.0,CIB,25-34,not_inst,79.45402299,North,direct,37.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,546500,3.99,0.4891,6120.0,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6240.0,CRIF,590.0,EXP,45-54,not_inst,79.43313953,North,direct,36.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,626500,4.99,0.552,0.0,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,14820.0,EXP,719.0,EXP,45-54,not_inst,62.7755511,North,direct,40.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2820.0,CRIF,735.0,EXP,>74,to_inst,89.66346154,North,direct,51.0
cf,Female,pre,type1,p4,l1,nopc,nob/c,456500,4.125,0.2961,1250.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,8460.0,CRIF,607.0,CIB,55-64,to_inst,62.70604396,North,direct,48.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,556500,4.5,0.123,3226.25,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,12720.0,CIB,638.0,CIB,35-44,not_inst,80.88662791,North,direct,37.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,4.25,0.7119,5237.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,3360.0,CRIF,663.0,CIB,55-64,to_inst,25.92348285,south,direct,41.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,3.875,-0.0594,14348.29,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,4860.0,EXP,753.0,EXP,>74,to_inst,64.47740113,south,direct,36.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,676500,,,,360.0,not_neg,not_int,not_lpsm,1158000.0,sb,ir,home,1U,28200.0,CIB,805.0,CIB,55-64,not_inst,58.41968912,North,direct,61.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,66500,4.625,1.4076,2273.58,360.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,3600.0,CRIF,633.0,EXP,55-64,to_inst,67.85714286,south,direct,24.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,4.875,0.4092,0.0,360.0,neg_amm,not_int,not_lpsm,1558000.0,sb,ir,home,1U,3960.0,CRIF,523.0,EXP,55-64,not_inst,36.36071887,south,direct,19.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,3.5,-0.0163,6025.26,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6780.0,EXP,674.0,CIB,35-44,not_inst,76.08267717,North,direct,37.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,3.125,0.1415,3256.7,180.0,not_neg,not_int,not_lpsm,1768000.0,sb,pr,home,1U,14100.0,EXP,802.0,CIB,45-54,not_inst,30.34502262,North,direct,25.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.5,-0.2065,2499.4,360.0,not_neg,not_int,not_lpsm,1158000.0,sb,pr,home,1U,12300.0,CIB,685.0,EXP,35-44,not_inst,42.01208981,south,direct,37.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,716500,,,,360.0,not_neg,int_only,not_lpsm,798000.0,sb,pr,home,1U,11040.0,CIB,572.0,CIB,35-44,to_inst,89.78696742,south,direct,46.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,368000.0,sb,ir,home,1U,8640.0,CRIF,709.0,CIB,25-34,to_inst,75.13586957,North,direct,39.0
cf,Male,pre,type2,p4,l1,nopc,b/c,126500,,,,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2880.0,CRIF,791.0,CIB,35-44,to_inst,91.66666667,North,direct,44.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,4.25,0.7381,2117.56,360.0,not_neg,not_int,not_lpsm,288000.0,sb,ir,home,1U,9900.0,CIB,521.0,CIB,35-44,not_inst,75.17361111,North,direct,38.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,3840.0,CIB,730.0,EXP,65-74,to_inst,58.48082596,south,direct,44.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,,,,360.0,not_neg,not_int,lpsm,448000.0,sb,ir,home,1U,8280.0,CIB,818.0,CIB,45-54,to_inst,72.87946429,south,direct,25.0
cf,Joint,pre,type3,p3,l1,nopc,nob/c,266500,3.375,-0.1428,7650.38,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,9180.0,CIB,881.0,EXP,65-74,to_inst,70.5026455,North,direct,23.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,3.875,0.2791,3847.5,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,10320.0,EXP,638.0,EXP,35-44,not_inst,67.85714286,North,direct,30.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,4.375,0.6394,2214.46,360.0,neg_amm,not_int,not_lpsm,538000.0,sb,pr,home,1U,10920.0,CRIF,680.0,EXP,65-74,to_inst,79.27509294,North,direct,48.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,296500,4.75,0.3793,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,7020.0,CRIF,721.0,EXP,45-54,to_inst,78.43915344,central,direct,21.0
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,506500,3.5,0.3278,4900.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,8940.0,CRIF,836.0,EXP,35-44,to_inst,81.9579288,south,direct,39.0
cf,Joint,pre,type1,p3,l1,nopc,nob/c,346500,4.5,0.9359,6831.88,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,3360.0,CIB,798.0,EXP,>74,to_inst,62.09677419,North,direct,57.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,3.5,-0.1509,,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,5820.0,CIB,786.0,CIB,35-44,not_inst,69.25872093,south,direct,46.0
cf,Joint,nopre,type1,p2,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,6540.0,EQUI,675.0,EXP,55-64,to_inst,,North,direct,
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,86500,4.875,0.8775,2998.75,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2100.0,EXP,734.0,CIB,55-64,to_inst,43.68686869,south,direct,43.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,176500,3.375,0.1123,3556.25,180.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,7620.0,CRIF,501.0,EXP,65-74,to_inst,31.63082437,central,direct,25.0
cf,Male,pre,type1,p2,l1,nopc,nob/c,106500,3.99,1.3624,3250.0,180.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,5220.0,EXP,582.0,EXP,>74,to_inst,38.30935252,North,direct,24.0
cf,Female,nopre,type1,p2,l1,nopc,nob/c,116500,,,,360.0,not_neg,not_int,not_lpsm,148000.0,sb,ir,home,1U,7320.0,CRIF,812.0,CIB,35-44,to_inst,78.71621622,North,direct,42.0
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,136500,4.375,1.0116,1866.5,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3780.0,CRIF,516.0,EXP,55-64,to_inst,52.90697674,south,direct,30.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,3.375,-0.233,5500.39,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,6180.0,CIB,651.0,CIB,35-44,to_inst,87.39754098,south,direct,44.0
cf,Male,nopre,type3,p1,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9060.0,EQUI,810.0,EXP,45-54,not_inst,,North,direct,
cf,Female,nopre,type1,p4,l2,nopc,nob/c,396500,,,,288.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4380.0,EQUI,675.0,EXP,45-54,to_inst,,south,direct,
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,576500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,44580.0,EQUI,835.0,EXP,45-54,not_inst,,North,direct,
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.5079,3961.21,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,1860.0,CRIF,832.0,CIB,>74,to_inst,51.00806452,south,direct,39.0
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,296500,,,,300.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7260.0,EQUI,672.0,EXP,55-64,to_inst,,south,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,4.18,-0.0095,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,7440.0,CRIF,547.0,CIB,55-64,not_inst,73.59437751,North,direct,30.0
cf,Joint,nopre,type1,p2,l1,nopc,nob/c,206500,4.25,0.207,2170.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,4620.0,CIB,866.0,EXP,65-74,not_inst,42.31557377,south,direct,57.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,4.625,1.2261,5597.5,360.0,not_neg,not_int,not_lpsm,648000.0,sb,ir,home,1U,2460.0,CIB,865.0,CIB,65-74,to_inst,28.7808642,south,direct,39.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.4424,3741.46,360.0,not_neg,int_only,not_lpsm,368000.0,sb,pr,home,1U,2940.0,EXP,556.0,CIB,>74,to_inst,42.52717391,south,direct,37.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.625,1.781,1699.32,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,6060.0,CIB,618.0,CIB,35-44,to_inst,71.06741573,south,direct,26.0
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,796500,3.75,0.3424,9200.0,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,16980.0,EXP,871.0,EXP,45-54,to_inst,79.80961924,south,direct,42.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,76500,,,,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4080.0,EXP,814.0,CIB,55-64,to_inst,45.53571429,south,direct,31.0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,636500,,,,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,11640.0,CIB,671.0,EXP,45-54,not_inst,95.28443114,North,direct,57.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,646500,4.5,1.0298,1670.84,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,9120.0,CIB,847.0,CIB,45-54,not_inst,93.96802326,south,direct,48.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,3.125,-0.2575,795.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3960.0,EXP,522.0,CIB,>74,to_inst,79.23387097,North,direct,47.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,296500,3.99,0.5173,2691.0,360.0,not_neg,int_only,not_lpsm,348000.0,sb,pr,home,1U,10140.0,CIB,730.0,EXP,>74,not_inst,85.20114943,North,direct,37.0
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,176500,3.49,-0.1444,3540.0,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4380.0,EXP,700.0,CIB,55-64,to_inst,93.88297872,south,direct,42.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,,,,360.0,not_neg,not_int,lpsm,178000.0,sb,pr,home,1U,5280.0,EXP,831.0,CIB,55-64,to_inst,87.92134831,North,direct,55.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,3.625,0.2004,3649.84,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,3720.0,EXP,820.0,CIB,45-54,not_inst,64.12133891,North,direct,48.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,626500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6660.0,EQUI,742.0,EXP,35-44,not_inst,,North,direct,
,Male,nopre,type1,p1,l1,nopc,nob/c,316500,4.25,0.5602,936.49,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5280.0,CRIF,630.0,CIB,45-54,not_inst,96.49390244,North,direct,38.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,-0.013,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5760.0,EXP,618.0,CIB,45-54,not_inst,64.52464789,North,direct,26.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,4.5,1.3353,6473.75,180.0,not_neg,not_int,not_lpsm,398000.0,sb,ir,home,1U,35880.0,EXP,541.0,CIB,45-54,to_inst,74.49748744,North,direct,20.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,436500,3.125,0.0888,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,7560.0,CRIF,778.0,EXP,45-54,not_inst,81.133829,south,direct,36.0
,Female,nopre,type1,p3,l1,nopc,nob/c,256500,4.5,0.5195,2530.5,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,7560.0,CRIF,729.0,CIB,45-54,to_inst,73.70689655,North,direct,28.0
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,306500,2.75,0.1122,6245.98,360.0,not_neg,int_only,not_lpsm,318000.0,sb,pr,home,1U,4500.0,EXP,558.0,CIB,55-64,not_inst,96.3836478,North,direct,43.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,4.125,0.8324,3900.75,180.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,2880.0,EXP,535.0,EXP,35-44,to_inst,59.86842105,North,direct,48.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,356500,3.75,0.3249,8767.45,216.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,8640.0,EXP,575.0,EXP,35-44,to_inst,76.17521368,south,direct,31.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,366500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9720.0,EQUI,737.0,EXP,45-54,not_inst,,North,direct,
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,11580.0,EXP,884.0,EXP,55-64,to_inst,70.7122093,south,direct,44.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.875,0.2353,1098.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,2280.0,CIB,727.0,CIB,45-54,not_inst,64.93710692,North,direct,39.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,3.625,0.5313,,240.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,13920.0,CRIF,600.0,EXP,35-44,to_inst,74.66555184,south,direct,34.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,586500,3.875,0.3128,601.2,360.0,not_neg,not_int,not_lpsm,1538000.0,sb,pr,home,1U,9780.0,CIB,761.0,EXP,55-64,not_inst,38.13394018,south,direct,22.0
cf,Female,nopre,type2,p2,l1,nopc,b/c,36500,,,,180.0,not_neg,not_int,not_lpsm,78000.0,sb,pr,home,1U,1980.0,EXP,612.0,CIB,55-64,to_inst,46.79487179,North,direct,37.0
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,166500,3.25,1.1187,3328.87,180.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,5340.0,CRIF,513.0,CIB,55-64,to_inst,28.80622837,south,direct,61.0
cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,186500,3.5,-0.2194,840.83,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,,EXP,693.0,EXP,55-64,to_inst,89.66346154,south,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,3.99,0.5437,6607.21,324.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5700.0,CRIF,570.0,CIB,65-74,to_inst,79.20081967,south,direct,41.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,438000.0,sb,ir,home,2U,8940.0,CIB,892.0,EXP,55-64,to_inst,69.97716895,central,direct,52.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3661,2661.04,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,4980.0,EXP,803.0,EXP,45-54,to_inst,61.67820069,south,direct,48.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,8280.0,EQUI,721.0,EXP,55-64,to_inst,,North,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.125,-0.418,0.0,96.0,not_neg,not_int,not_lpsm,948000.0,sb,pr,home,1U,14580.0,EXP,625.0,EXP,45-54,not_inst,37.60548523,central,direct,30.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,3.99,0.6512,6920.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3780.0,EXP,660.0,CIB,55-64,to_inst,80.66037736,North,direct,39.0
cf,Male,nopre,type3,p3,l2,nopc,nob/c,226500,3.99,0.3076,5977.74,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2700.0,CRIF,838.0,CIB,>74,to_inst,95.16806723,North,direct,49.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,3.875,0.3061,1625.0,180.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6240.0,CIB,880.0,EXP,45-54,to_inst,66.92139738,south,direct,32.0
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,516500,4.0,0.6835,2889.49,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,17220.0,CRIF,727.0,EXP,45-54,not_inst,94.25182482,North,direct,42.0
ncf,Male,nopre,type1,p3,l1,nopc,nob/c,1456500,,,,360.0,not_neg,not_int,not_lpsm,2508000.0,sb,pr,home,1U,15600.0,CIB,896.0,CIB,35-44,not_inst,58.07416268,south,direct,17.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,346500,3.5,0.0663,11471.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,3120.0,EXP,848.0,CIB,45-54,to_inst,56.99013158,south,direct,49.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,366500,3.5,0.0318,,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,9360.0,EXP,723.0,CIB,45-54,to_inst,39.49353448,south,direct,20.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,316500,3.125,0.0578,423.33,180.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6420.0,EXP,630.0,EXP,65-74,to_inst,50.39808917,North,direct,43.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,4.99,1.0502,1881.56,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2100.0,EXP,782.0,CIB,65-74,to_inst,75.24038462,south,direct,37.0
cf,Male,pre,type3,p4,l1,nopc,nob/c,156500,3.5,-0.3592,346.68,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,,EXP,804.0,CIB,>74,to_inst,99.05063291,North,direct,
cf,Joint,nopre,type2,p1,l1,nopc,b/c,126500,3.75,1.1289,642.06,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2220.0,CIB,824.0,EXP,55-64,not_inst,91.66666667,south,direct,36.0
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,226500,,,,300.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5100.0,EQUI,766.0,EXP,65-74,to_inst,,North,direct,
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8940.0,EQUI,738.0,EXP,25-34,not_inst,,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,3.25,-0.2556,11121.66,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,9120.0,CIB,644.0,CIB,55-64,to_inst,56.99013158,North,direct,21.0
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,406500,,,,300.0,neg_amm,not_int,not_lpsm,868000.0,sb,ir,home,2U,6900.0,EXP,864.0,EXP,55-64,not_inst,46.83179724,south,direct,45.0
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,256500,4.125,0.4725,4392.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4080.0,CIB,879.0,EXP,45-54,to_inst,95.70895522,south,direct,41.0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,446500,3.99,0.4797,1132.86,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6720.0,CRIF,671.0,EXP,35-44,not_inst,95.40598291,south,direct,41.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.75,0.0132,1131.8,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6540.0,EXP,790.0,CIB,35-44,not_inst,90.30373832,North,direct,37.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,3.99,0.2863,2018.65,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5460.0,CIB,724.0,CIB,45-54,to_inst,73.32535885,south,direct,38.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,86500,4.875,0.8497,2942.0,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,4140.0,CRIF,516.0,EXP,65-74,to_inst,67.578125,North,direct,40.0
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,1006500,,,,324.0,neg_amm,not_int,not_lpsm,1258000.0,sb,sr,home,1U,18900.0,CIB,844.0,EXP,35-44,to_inst,80.00794913,south,direct,38.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,0.4559,1710.5,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,1620.0,CRIF,884.0,CIB,25-34,to_inst,89.66346154,central,direct,49.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,466500,3.75,-0.016,155.15,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,9420.0,CIB,585.0,EXP,25-34,not_inst,63.21138211,North,direct,29.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10800.0,EQUI,551.0,EXP,55-64,not_inst,,south,direct,
ncf,Male,nopre,type1,p4,l2,nopc,nob/c,856500,,,,300.0,neg_amm,not_int,not_lpsm,1108000.0,sb,pr,home,1U,14940.0,CRIF,545.0,CIB,45-54,to_inst,77.30144404,south,direct,42.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.75,0.2589,3831.25,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2580.0,CRIF,528.0,CIB,>74,to_inst,49.16107383,North,direct,36.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,626500,3.75,0.1486,7800.0,360.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1U,9540.0,CIB,771.0,CIB,35-44,not_inst,79.50507614,south,direct,30.0
cf,Male,pre,type3,p4,l1,nopc,nob/c,176500,2.75,-0.8324,4859.62,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,,CRIF,586.0,CIB,65-74,to_inst,84.85576923,North,direct,
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.5,1.1586,8050.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5700.0,EXP,630.0,CIB,35-44,to_inst,69.47236181,south,direct,25.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,3.75,-0.0266,0.0,360.0,not_neg,not_int,not_lpsm,1168000.0,sb,pr,home,1U,21420.0,CRIF,734.0,EXP,25-34,not_inst,49.35787671,south,direct,19.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,346500,4.0,0.4478,0.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3900.0,EXP,782.0,CIB,25-34,not_inst,96.7877095,south,direct,38.0
cf,Sex Not Available,pre,type1,p2,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160.0,EQUI,551.0,EXP,35-44,to_inst,,south,direct,
